,현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
0,+230220,4029,20231027143000,+230154,+230248,+230082,,,,
1,+230106,29224,20231027140000,+230554,+230554,+229931,,,,
2,+230572,24056,20231027133000,-229821,+230641,-229719,,,,
3,-229788,34357,20231027130000,+230073,+230228,-229523,,,,
4,+230062,28154,20231027123000,+231080,+231080,+230053,,,,
5,+231075,21619,20231027120000,+231701,+231727,+230871,,,,
6,+231669,29374,20231027113000,+231719,+232184,+231593,,,,
7,+231708,36997,20231027110000,+231299,+231932,+231207,,,,
8,+231178,34423,20231027103000,+231030,+231481,+230683,,,,
9,+230907,37301,20231027100000,-229742,+231295,-229717,,,,
10,-229745,59923,20231027093000,+229930,+230600,-229305,,,,
11,+230000,107666,20231027090000,+231159,+231256,+229936,,,,
12,-229908,22749,20231026153000,+230169,+230169,+229908,,,,
13,-230169,29278,20231026150000,+230668,+230688,+230133,,,,
14,-230774,35040,20231026143000,+230049,+231059,+229989,,,,
15,-230045,51176,20231026140000,+230458,+230811,+229994,,,,
16,-230400,49569,20231026133000,+230519,+230816,+230329,,,,
17,-230583,26203,20231026130000,+230919,+231106,+230469,,,,
18,-230985,16851,20231026123000,+230983,+231357,+230822,,,,
19,-230954,21842,20231026120000,+231157,+231214,+230625,,,,
20,-231064,25255,20231026113000,+231211,+231613,+231003,,,,
21,-231116,27882,20231026110000,+232170,+232245,+231116,,,,
22,-232175,32600,20231026103000,+231986,+232952,+231949,,,,
23,-232095,39340,20231026100000,+232056,+232389,+231864,,,,
24,-232044,54458,20231026093000,+232596,+232715,+231813,,,,
25,-232618,98830,20231026090000,+232582,+233055,+232034,,,,
26,-236317,14628,20231025153000,+236431,+236431,+236269,,,,
27,-236431,21200,20231025150000,+236803,+236903,+236337,,,,
28,-236922,32147,20231025143000,+237046,+237046,+236538,,,,
29,-236964,32205,20231025140000,+237213,+237605,+236964,,,,
30,-237226,26369,20231025133000,+237009,+237291,+236947,,,,
31,-237105,24924,20231025130000,+237078,+237116,+236397,,,,
32,-237081,20413,20231025123000,+237238,+237303,+236887,,,,
33,-237221,18411,20231025120000,+237535,+237829,+237174,,,,
34,-237645,19182,20231025113000,+237950,+238035,+237544,,,,
35,-238038,20153,20231025110000,+237990,+238074,-237669,,,,
36,-237922,26679,20231025103000,-237320,+238011,-237029,,,,
37,-237341,33553,20231025100000,+237675,+237901,+237271,,,,
38,-237676,67237,20231025093000,+238312,+238392,+237518,,,,
39,+238397,83706,20231025090000,+238923,+238990,-237937,,,,
40,+238351,14337,20231024153000,+238395,+238401,+238337,,,,
41,+238395,19997,20231024150000,+237872,+238414,+237794,,,,
42,+237860,25691,20231024143000,+237772,+238258,+237700,,,,
43,+237841,36852,20231024140000,+236808,+237971,+236733,,,,
44,+236753,32347,20231024133000,-235605,+236801,-235581,,,,
45,-235625,24533,20231024130000,-235304,+235817,-234913,,,,
46,-235195,24411,20231024123000,+234810,+235411,+234810,,,,
47,-234887,26163,20231024120000,+235334,+235376,+234835,,,,
48,-235337,18643,20231024113000,+235567,+235953,+235337,,,,
49,-235583,24899,20231024110000,-233389,+235588,-233389,,,,
50,-233496,36926,20231024103000,+233355,+233496,+232667,,,,
51,-233347,40064,20231024100000,+235220,+235274,+233347,,,,
52,-235200,42335,20231024093000,+236127,+236290,+235055,,,,
53,+236118,76967,20231024090000,+237155,+237436,-235700,,,,
54,-235702,20443,20231023153000,+235694,+235702,+235690,,,,
55,-235694,25018,20231023150000,+235646,+235949,+235470,,,,
56,-235661,30660,20231023143000,+235846,+235871,+235504,,,,
57,-235840,23547,20231023140000,+235706,+236030,+235575,,,,
58,-235829,19602,20231023133000,+236304,+236399,+235693,,,,
59,-236371,16218,20231023130000,+236118,+236737,+236089,,,,
60,-236179,16442,20231023123000,+236384,+236491,+236096,,,,
61,-236366,17972,20231023120000,+236255,+236479,+236103,,,,
62,-236221,25307,20231023113000,+236608,+236730,+236221,,,,
63,-236668,24947,20231023110000,+237264,+237318,+236519,,,,
64,-237303,25009,20231023103000,+237329,+237526,-237024,,,,
65,-237249,28598,20231023100000,+237332,+237576,-236836,,,,
66,-237421,35285,20231023093000,-236233,+237482,-236149,,,,
67,-236212,86882,20231023090000,+237007,+237579,+236000,,,,
68,-237500,28174,20231020153000,+237475,+237529,+237434,,,,
69,-237475,26988,20231020150000,+237538,+237758,+237354,,,,
70,-237561,30949,20231020143000,+238654,+238667,+237415,,,,
71,-238609,24638,20231020140000,+238899,+238923,+238384,,,,
72,-238837,30438,20231020133000,+238437,+239099,+238437,,,,
73,-238522,21187,20231020130000,+238177,+238553,+238130,,,,
74,-238252,18052,20231020123000,+237967,+238373,+237750,,,,
75,-237975,25300,20231020120000,+237874,+238179,+237832,,,,
76,-237952,37226,20231020113000,+236898,+237992,+236790,,,,
77,-236906,23409,20231020110000,+236956,+237260,+236773,,,,
78,-237071,29391,20231020103000,+237103,+237197,+236800,,,,
79,-237109,49769,20231020100000,+236813,+237246,+236401,,,,
80,-236794,54235,20231020093000,+237896,+237927,+236566,,,,
81,-237864,121452,20231020090000,+239154,+239467,+237490,,,,
82,-241580,31993,20231019153000,+241655,+241658,+241571,,,,
83,-241655,38352,20231019150000,+241665,+241731,+241395,,,,
84,-241595,47953,20231019143000,+241679,+241794,+241457,,,,
85,-241612,44459,20231019140000,+241832,+241957,+241581,,,,
86,-241808,28947,20231019133000,+241743,+241904,+241473,,,,
87,-241756,35125,20231019130000,+241897,+241999,+241716,,,,
88,-241829,35932,20231019123000,+241436,+241928,+241367,,,,
89,-241363,32823,20231019120000,+241743,+241938,+241255,,,,
90,-241776,32836,20231019113000,+242090,+242122,+241695,,,,
91,-242007,54056,20231019110000,+242354,+242581,+242004,,,,
92,-242424,76279,20231019103000,+243210,+243345,+242307,,,,
93,-243146,57479,20231019100000,+243116,+243269,+242527,,,,
94,-243117,69449,20231019093000,+242322,+243274,+242254,,,,
95,-242295,171264,20231019090000,+243192,+243192,+242008,,,,
96,+246260,37677,20231018153000,+246281,+246281,+246184,,,,
97,+246281,46530,20231018150000,+246195,+246436,+246052,,,,
98,+246183,58724,20231018143000,-245747,+246246,-245747,,,,
99,-245805,76074,20231018140000,+246177,+246177,+245759,,,,
100,+246083,43154,20231018133000,+246060,+246379,-246014,,,,
101,+246096,46094,20231018130000,+246312,+246372,-245939,,,,
102,+246248,55157,20231018123000,+246292,+246325,+246119,,,,
103,+246321,82164,20231018120000,+246302,+246533,+246180,,,,
104,+246346,102843,20231018113000,+246128,+246346,-245809,,,,
105,+246210,95274,20231018110000,-245614,+246397,-245614,,,,
106,-245568,33536,20231018103000,+246011,+246142,+245568,,,,
107,-245930,44010,20231018100000,-245534,+246016,-245272,,,,
108,-245549,65234,20231018093000,+245757,+246211,+245549,,,,
109,-245727,125075,20231018090000,-245205,+246069,-245078,,,,
110,+246017,18355,20231017153000,+246243,+246243,+246017,,,,
111,+246243,22645,20231017150000,+246276,+246522,+246159,,,,
112,+246371,26191,20231017143000,+246055,+246521,+245961,,,,
113,+246054,26392,20231017140000,+246181,+246450,+245902,,,,
114,+246172,26998,20231017133000,+246486,+246598,+246052,,,,
115,+246459,20238,20231017130000,+246266,+246666,+246119,,,,
116,+246341,20174,20231017123000,+246614,+246687,+245925,,,,
117,+246530,22850,20231017120000,+245763,+246534,+245574,,,,
118,+245696,30064,20231017113000,+245626,+245914,+245546,,,,
119,+245670,30820,20231017110000,+245702,+246008,+245473,,,,
120,+245769,31598,20231017103000,+245113,+245841,+244942,,,,
121,+245080,43147,20231017100000,+245585,+245612,+245079,,,,
122,+245490,67464,20231017093000,+245753,+245910,+245140,,,,
123,+245757,122439,20231017090000,+245414,+245978,+245298,,,,
124,-243624,26125,20231016153000,+243780,+243807,+243622,,,,
125,-243780,76804,20231016150000,+243298,+243835,+243298,,,,
126,-243346,97213,20231016143000,+243246,+243358,+242775,,,,
127,-243115,38617,20231016140000,+242809,+243270,+242705,,,,
128,-242778,34289,20231016133000,+242607,+242864,+242366,,,,
129,-242619,48399,20231016130000,+242608,+242786,+242282,,,,
130,-242661,23054,20231016123000,+242433,+242668,+242294,,,,
131,-242526,35750,20231016120000,+242974,+243012,+242252,,,,
132,-242993,55812,20231016113000,+243349,+243482,+242920,,,,
133,-243434,54926,20231016110000,+243465,+243596,+242954,,,,
134,-243498,37175,20231016103000,+244245,+244418,+243486,,,,
135,-244265,42859,20231016100000,+244075,+244671,+243966,,,,
136,-244204,70792,20231016093000,+244741,+244972,+243778,,,,
137,-244707,146541,20231016090000,+244243,+245377,+244083,,,,
138,-245615,14534,20231013153000,+245719,+245719,+245615,,,,
139,-245719,34414,20231013150000,+245742,+245815,+245535,,,,
140,-245653,34801,20231013143000,+245679,+245839,+245487,,,,
141,-245579,51448,20231013140000,+245440,+245712,+245283,,,,
142,-245379,45431,20231013133000,+245790,+245885,+245364,,,,
143,-245817,44992,20231013130000,+245829,+246018,+245649,,,,
144,-245875,38914,20231013123000,+245796,+245951,+245433,,,,
145,-245881,31814,20231013120000,+246172,+246254,+245790,,,,
146,-246184,25795,20231013113000,+246214,+246281,+246061,,,,
147,-246290,24747,20231013110000,+246079,+246477,+246063,,,,
148,-246161,43199,20231013103000,+246304,+246345,+245845,,,,
149,-246291,51772,20231013100000,+246133,+246590,+245953,,,,
150,-246115,52106,20231013093000,+245895,+246253,+245439,,,,
151,-245984,88917,20231013090000,+246085,+246662,+245546,,,,
152,+247982,31978,20231012153000,+247754,+247982,+247740,,,,
153,+247754,24956,20231012150000,+247143,+247862,+247009,,,,
154,+247044,33952,20231012143000,+247014,+247317,+246858,,,,
155,+247036,31723,20231012140000,+247176,+247286,+246851,,,,
156,+247249,24438,20231012133000,+247334,+247487,+247131,,,,
157,+247335,30941,20231012130000,+247353,+247622,+247295,,,,
158,+247371,27378,20231012123000,+247140,+247521,+247120,,,,
159,+247116,27875,20231012120000,+247071,+247211,+246889,,,,
160,+247178,17506,20231012113000,+247484,+247537,+246916,,,,
161,+247464,24374,20231012110000,+247553,+247553,+247093,,,,
162,+247531,30109,20231012103000,+247257,+247716,+247170,,,,
163,+247345,44566,20231012100000,+247494,+247494,+246930,,,,
164,+247400,58758,20231012093000,+247059,+247546,+246953,,,,
165,+247055,106898,20231012090000,+246519,+247490,+246484,,,,
166,+245008,22213,20231011153000,+244955,+245024,+244931,,,,
167,+244955,24333,20231011150000,+245559,+245559,+244661,,,,
168,+245532,31168,20231011143000,+245811,+246005,+245463,,,,
169,+245867,24884,20231011140000,+245522,+246006,+245368,,,,
170,+245464,35003,20231011133000,+245982,+245982,+245324,,,,
171,+245895,20089,20231011130000,+246322,+246356,+245703,,,,
172,+246211,18426,20231011123000,+245937,+246352,+245933,,,,
173,+245938,14417,20231011120000,+245799,+246018,+245618,,,,
174,+245769,16180,20231011113000,+245561,+246077,+245561,,,,
175,+245547,20874,20231011110000,+245468,+245673,+245208,,,,
176,+245440,28194,20231011103000,+245163,+245566,+245135,,,,
177,+245228,39425,20231011100000,+244772,+245367,+244417,,,,
178,+244841,42118,20231011093000,+244800,+245273,+244797,,,,
179,+244909,109625,20231011090000,+243652,+244920,+243652,,,,
180,-240258,16975,20231010153000,+240389,+240389,+240248,,,,
181,-240389,24414,20231010150000,+240641,+240793,+240293,,,,
182,-240539,25283,20231010143000,+240276,+241281,+240251,,,,
183,-240277,33197,20231010140000,+241331,+241370,+240244,,,,
184,+241327,22262,20231010133000,+241427,+241613,+241177,,,,
185,+241339,25925,20231010130000,+241840,+241840,+240905,,,,
186,+241717,20623,20231010123000,+242533,+242576,+241714,,,,
187,+242526,20410,20231010120000,+243097,+243160,+242438,,,,
188,+243168,17592,20231010113000,+243200,+243548,+243084,,,,
189,+243195,24008,20231010110000,+243495,+243895,+243195,,,,
190,+243476,20043,20231010103000,+244034,+244227,+243350,,,,
191,+244081,26419,20231010100000,+243874,+244081,+243345,,,,
192,+243948,40100,20231010093000,+244643,+244824,+243823,,,,
193,+244655,98753,20231010090000,+243658,+244791,+243235,,,,
194,+240873,12115,20231006153000,+241037,+241037,+240866,,,,
195,+241037,16781,20231006150000,+240641,+241146,+240588,,,,
196,+240585,19617,20231006143000,+241003,+241090,+240482,,,,
197,+241105,14871,20231006140000,+241094,+241272,+240877,,,,
198,+240959,14695,20231006133000,+241097,+241183,+240836,,,,
199,+241098,13829,20231006130000,+241142,+241314,+240938,,,,
200,+241188,13511,20231006123000,+241160,+241240,+240961,,,,
201,+241138,14960,20231006120000,+241223,+241429,+240989,,,,
202,+241353,13909,20231006113000,+240882,+241353,+240798,,,,
203,+240886,20331,20231006110000,+241202,+241211,+240392,,,,
204,+241126,20873,20231006103000,+241284,+241593,+241081,,,,
205,+241262,21985,20231006100000,+241550,+241777,+241183,,,,
206,+241524,31003,20231006093000,+241626,+241794,+240714,,,,
207,+241643,60912,20231006090000,+240881,+242118,+240790,,,,
208,-240360,17819,20231005153000,+240510,+240510,+240352,,,,
209,-240510,26932,20231005150000,+240466,+240618,-240250,,,,
210,-240465,37314,20231005143000,+241386,+241504,+240465,,,,
211,+241465,33580,20231005140000,+241826,+241876,+241329,,,,
212,+241809,21301,20231005133000,+242382,+242467,+241809,,,,
213,+242451,16198,20231005130000,+242532,+242553,+242269,,,,
214,+242411,12184,20231005123000,+242497,+242661,+242362,,,,
215,+242401,14386,20231005120000,+242358,+242580,+242219,,,,
216,+242271,18115,20231005113000,+242211,+242395,+242081,,,,
217,+242181,21489,20231005110000,+242425,+242458,+241843,,,,
218,+242412,25611,20231005103000,+241803,+242462,+241663,,,,
219,+241815,37243,20231005100000,+241194,+242154,+241183,,,,
220,+241189,71412,20231005093000,+240592,+241389,-240510,,,,
221,+240615,98138,20231005090000,+242335,+242581,+240595,,,,
222,-240569,21284,20231004153000,+240463,+240595,+240463,,,,
223,-240463,20346,20231004150000,+240513,+240593,+240284,,,,
224,-240523,26279,20231004143000,+240865,+241028,+240389,,,,
225,-240766,25112,20231004140000,+241321,+241341,+240749,,,,
226,-241347,19060,20231004133000,+240862,+241363,+240799,,,,
227,-240879,23014,20231004130000,+240856,+241014,+240724,,,,
228,-240857,18999,20231004123000,+241447,+241465,+240770,,,,
229,-241449,28449,20231004120000,+241361,+241762,+241208,,,,
230,-241197,21300,20231004113000,+241212,+241460,+241006,,,,
231,-241286,20003,20231004110000,+241241,+241403,+240920,,,,
232,-241225,24777,20231004103000,+240998,+241257,+240729,,,,
233,-241016,30971,20231004100000,+241140,+241428,+240755,,,,
234,-241140,48378,20231004093000,+241831,+241962,+240987,,,,
235,-241834,96887,20231004090000,+243578,+243578,+241764,,,,
236,+246507,24183,20230927153000,+246958,+246958,+246507,,,,
237,+246958,19994,20230927150000,+246398,+246972,+246311,,,,
238,+246329,28562,20230927143000,-245941,+246440,-245923,,,,
239,-245967,18691,20230927140000,-245575,+246056,-245557,,,,
240,-245691,22681,20230927133000,+245515,+245867,+245405,,,,
241,-245526,18847,20230927130000,+245345,+245665,+245299,,,,
242,-245486,14573,20230927123000,+245240,+245510,+244970,,,,
243,-245221,14049,20230927120000,+245373,+245498,+245041,,,,
244,-245403,14297,20230927113000,+245526,+245663,+245347,,,,
245,-245469,15101,20230927110000,+245944,+245953,+245357,,,,
246,-245896,25295,20230927103000,+246033,+246231,+245522,,,,
247,-245996,26932,20230927100000,-245013,+246116,-245013,,,,
248,-245136,28176,20230927093000,+244959,+245658,+244938,,,,
249,-245040,94860,20230927090000,+244799,+246217,+244551,,,,
250,-246297,19277,20230926153000,+246294,+246315,+246294,,,,
251,-246294,22700,20230926150000,+246395,+246683,+246159,,,,
252,-246492,26381,20230926143000,+246485,+246824,+246345,,,,
253,-246525,18462,20230926140000,+246404,+246600,+246308,,,,
254,-246402,22018,20230926133000,+246533,+246697,+246250,,,,
255,-246632,23330,20230926130000,+246809,+246884,+246332,,,,
256,-246785,16272,20230926123000,+246560,+246796,+246349,,,,
257,-246491,12504,20230926120000,+246427,+246783,+246335,,,,
258,-246324,22987,20230926113000,+246588,+246588,+246242,,,,
259,-246514,22953,20230926110000,+246646,+246841,+246379,,,,
260,-246565,28577,20230926103000,+247313,+247415,+246481,,,,
261,-247316,30724,20230926100000,+246717,+247316,+246692,,,,
262,-246783,60271,20230926093000,+247241,+247610,+246616,,,,
263,-247214,101020,20230926090000,+249364,+249500,+247147,,,,
264,-249576,18327,20230925153000,+249545,+249576,+249530,,,,
265,-249545,26630,20230925150000,+249399,+249598,+249080,,,,
266,-249394,27426,20230925143000,+249983,+250010,+249295,,,,
267,-250001,25303,20230925140000,+249813,+250229,+249612,,,,
268,-249847,20612,20230925133000,+249808,+250113,+249721,,,,
269,-249921,23256,20230925130000,+249452,+249921,+249320,,,,
270,-249434,31473,20230925123000,+249462,+249844,+249358,,,,
271,-249397,22498,20230925120000,+249173,+249455,+249141,,,,
272,-249190,25985,20230925113000,+248840,+249395,+248840,,,,
273,-248947,22056,20230925110000,+249496,+249553,+248644,,,,
274,-249471,25521,20230925103000,+249872,+250143,+249367,,,,
275,-249874,30662,20230925100000,+250376,+250606,+249848,,,,
276,-250309,55994,20230925093000,+250653,+250773,-249778,,,,
277,-250687,82872,20230925090000,-250410,+250938,-249840,,,,
278,-250813,17745,20230922153000,+250815,+250891,+250811,,,,
279,-250815,26635,20230922150000,+250815,+250893,+250635,,,,
280,-250848,30000,20230922143000,+250760,+251171,+250622,,,,
281,-250741,20285,20230922140000,+250616,+250821,+250473,,,,
282,-250700,16413,20230922133000,+250868,+250868,+250348,,,,
283,-250870,20209,20230922130000,+250892,+251326,+250704,,,,
284,-250893,15128,20230922123000,+250764,+251037,+250709,,,,
285,-250860,15797,20230922120000,+250539,+250941,+250271,,,,
286,-250529,19829,20230922113000,+250600,+250733,+250339,,,,
287,-250648,21120,20230922110000,+250612,+250957,+250556,,,,
288,-250638,30293,20230922103000,-249689,+250671,-249671,,,,
289,-249692,39991,20230922100000,+249423,+249697,+248912,,,,
290,-249464,55425,20230922093000,+248873,+249584,+248614,,,,
291,-248760,104314,20230922090000,+249145,+249721,+248722,,,,
292,-251497,19855,20230921153000,+251780,+251780,+251496,,,,
293,-251780,19483,20230921150000,+251798,+251814,+251537,,,,
294,-251828,23402,20230921143000,+251888,+252020,+251702,,,,
295,-251911,19151,20230921140000,+251870,+252127,+251779,,,,
296,-251892,17179,20230921133000,+251990,+252234,+251865,,,,
297,-251970,18137,20230921130000,+251962,+252122,+251630,,,,
298,-252071,21058,20230921123000,+252233,+252312,+251969,,,,
299,-252177,17365,20230921120000,+252480,+252525,+252154,,,,
300,-252446,25978,20230921113000,+252878,+252878,+252375,,,,
301,-252833,27841,20230921110000,+253056,+253162,+252768,,,,
302,-252995,30648,20230921103000,+252780,+253403,+252721,,,,
303,-252860,38121,20230921100000,+253195,+253367,+252744,,,,
304,-253274,43647,20230921093000,+254485,+254485,+253146,,,,
305,-254463,72811,20230921090000,+254481,+254963,+254199,,,,
306,+255974,16571,20230920153000,+255977,+256042,+255956,,,,
307,+255977,20718,20230920150000,-255513,+256046,-255513,,,,
308,-255612,25850,20230920143000,-255147,+255810,-255147,,,,
309,-255232,25921,20230920140000,+255313,+255402,+255112,,,,
310,-255409,22400,20230920133000,+255443,+255574,+255261,,,,
311,-255430,21422,20230920130000,+255519,+255700,+255428,,,,
312,-255533,21639,20230920123000,+255815,+255961,+255421,,,,
313,-255817,15850,20230920120000,-255537,+255922,-255512,,,,
314,-255457,20547,20230920113000,+255549,+255727,+255427,,,,
315,-255426,20710,20230920110000,+255522,+255703,+255346,,,,
316,-255516,25661,20230920103000,+255829,+255910,+255487,,,,
317,-255805,35866,20230920100000,+256000,+256109,-255658,,,,
318,+256128,57350,20230920093000,+256192,+256662,+255981,,,,
319,+256129,84163,20230920090000,-255655,+256589,-255530,,,,
320,-255921,14015,20230919153000,+255938,+255938,+255837,,,,
321,-255938,25035,20230919150000,+255784,+255956,+255749,,,,
322,-255865,35922,20230919143000,+255784,+255919,+255546,,,,
323,-255798,21215,20230919140000,+256085,+256162,+255625,,,,
324,-256047,24204,20230919133000,+256242,+256242,+255986,,,,
325,-256212,33594,20230919130000,+256256,+256425,+256119,,,,
326,-256371,22349,20230919123000,+256435,+256690,+256230,,,,
327,-256467,18691,20230919120000,+256429,+256638,+256310,,,,
328,-256329,19496,20230919113000,+256694,+256779,+256122,,,,
329,-256769,22841,20230919110000,+256938,+257127,+256655,,,,
330,-256965,31125,20230919103000,+256775,+257156,+256655,,,,
331,-256796,38307,20230919100000,+257132,+257247,+256770,,,,
332,-257129,45830,20230919093000,+257984,+258325,+257056,,,,
333,+258060,109718,20230919090000,+257936,+258307,-257445,,,,
334,-257472,20697,20230918153000,+257597,+257597,+257326,,,,
335,-257597,33906,20230918150000,+257535,+257808,+257422,,,,
336,-257518,32053,20230918143000,+257498,+257768,+257475,,,,
337,-257593,35902,20230918140000,+257727,+257974,+257457,,,,
338,-257813,36838,20230918133000,+257918,+258035,+257684,,,,
339,-258012,21047,20230918130000,+257869,+258092,+257757,,,,
340,-257909,14764,20230918123000,+257825,+258027,+257758,,,,
341,-257862,14082,20230918120000,+257925,+258028,+257602,,,,
342,-257958,20889,20230918113000,+258165,+258237,+257829,,,,
343,-258111,20090,20230918110000,+258324,+258508,+258093,,,,
344,-258195,22744,20230918103000,+258638,+258638,+258119,,,,
345,-258519,27701,20230918100000,+258576,+258986,+258491,,,,
346,-258643,38884,20230918093000,+258692,+259116,+258511,,,,
347,-258701,76693,20230918090000,+258869,+259655,+258467,,,,
348,+260128,49488,20230915153000,+260130,+260234,+260128,,,,
349,+260130,23367,20230915150000,+260411,+260526,+259967,,,,
350,+260383,23870,20230915143000,+260259,+260529,+260208,,,,
351,+260360,25217,20230915140000,+260638,+260720,+260090,,,,
352,+260689,21911,20230915133000,+260679,+261100,+260585,,,,
353,+260677,19239,20230915130000,+260644,+260788,+260397,,,,
354,+260684,19460,20230915123000,+260433,+260695,+260192,,,,
355,+260537,17206,20230915120000,+260290,+260720,+260192,,,,
356,+260309,20233,20230915113000,+260429,+260459,+260144,,,,
357,+260436,31003,20230915110000,+259877,+260437,+259691,,,,
358,+259751,38661,20230915103000,+259529,+259757,+259002,,,,
359,+259613,35284,20230915100000,+259097,+259736,+259030,,,,
360,+259120,41841,20230915093000,+258130,+259271,+258117,,,,
361,+258144,74950,20230915090000,+257498,+258339,-257237,,,,
362,+257289,43773,20230914153000,+256432,+257289,+256432,,,,
363,+256432,22906,20230914150000,+256363,+256520,+256139,,,,
364,+256408,25671,20230914143000,+256202,+256500,+256070,,,,
365,+256261,17530,20230914140000,+255981,+256285,+255887,,,,
366,+255947,19420,20230914133000,+256344,+256389,+255868,,,,
367,+256285,27076,20230914130000,+255620,+256301,+255620,,,,
368,+255759,17409,20230914123000,+255758,+256052,+255562,,,,
369,+255854,14948,20230914120000,+255334,+255857,+255334,,,,
370,+255305,13703,20230914113000,+255450,+255667,+255225,,,,
371,+255463,22883,20230914110000,+255748,+255808,+255219,,,,
372,+255672,34291,20230914103000,+255226,+255992,+255226,,,,
373,+255362,52584,20230914100000,+254859,+255392,+254751,,,,
374,+254729,36969,20230914093000,+254636,+254897,+254485,,,,
375,+254665,63346,20230914090000,+254489,+254896,+254111,,,,
376,-253470,15489,20230913153000,+253361,+253470,+253315,,,,
377,-253361,21072,20230913150000,+253545,+253649,+253210,,,,
378,-253548,22518,20230913143000,+253537,+253617,-253149,,,,
379,-253591,17446,20230913140000,+253919,+253954,-253487,,,,
380,+253877,18526,20230913133000,-253280,+253895,-253158,,,,
381,-253313,18805,20230913130000,+253121,+253571,-252843,,,,
382,-253058,21452,20230913123000,+253345,+253396,+252954,,,,
383,-253253,22131,20230913120000,+253328,+253415,+253084,,,,
384,-253239,27675,20230913113000,+253094,+253441,+252931,,,,
385,-253103,31656,20230913110000,+253521,+253758,+252818,,,,
386,-253368,40033,20230913103000,+254217,+254217,+253255,,,,
387,+254177,36235,20230913100000,+254531,+254674,+254062,,,,
388,+254661,41830,20230913093000,+254386,+254938,+254277,,,,
389,+254280,82708,20230913090000,-253622,+254485,-253531,,,,
390,-253658,13249,20230912153000,+253885,+253885,+253656,,,,
391,-253885,24482,20230912150000,+253968,+253968,+253515,,,,
392,-253865,24540,20230912143000,+254393,+254425,+253860,,,,
393,-254236,32780,20230912140000,+254065,+254437,+253989,,,,
394,-254068,19644,20230912133000,+254129,+254331,+253917,,,,
395,-254154,15614,20230912130000,+254420,+254526,+254104,,,,
396,-254348,13857,20230912123000,+254236,+254544,+254079,,,,
397,-254224,20089,20230912120000,+254615,+254660,+254150,,,,
398,-254575,17021,20230912113000,+254557,+254749,+254332,,,,
399,-254534,22255,20230912110000,+254301,+254858,+254173,,,,
400,-254308,24521,20230912103000,+254608,+254662,+254061,,,,
401,-254563,38586,20230912100000,+254960,+255076,+254352,,,,
402,-254890,31669,20230912093000,+255692,+255714,+254767,,,,
403,-255622,61103,20230912090000,+256642,+256855,+255568,,,,
404,+255688,13587,20230911153000,+255596,+255689,+255596,,,,
405,+255596,18329,20230911150000,+255523,+255596,+255157,,,,
406,+255510,27588,20230911143000,+255319,+255670,+255263,,,,
407,+255350,37741,20230911140000,+255336,+255660,+255189,,,,
408,+255364,17563,20230911133000,+255071,+255554,+255019,,,,
409,+255066,16324,20230911130000,-254723,+255199,-254592,,,,
410,-254630,21251,20230911123000,+254810,+254942,+254517,,,,
411,+254819,13676,20230911120000,+255245,+255310,-254762,,,,
412,+255186,13681,20230911113000,+255408,+255431,+255070,,,,
413,+255351,24716,20230911110000,+255413,+255634,+255053,,,,
414,+255370,25248,20230911103000,-254683,+255511,-254546,,,,
415,+254778,38646,20230911100000,-254513,+255126,-254485,,,,
416,-254383,44553,20230911093000,+254899,+255147,+254342,,,,
417,+254857,98167,20230911090000,+254988,+255460,-254044,,,,
